DDInterID_A,Drug_A,DDInterID_B,Drug_B,Level
DDInter527,Dextromethorphan,DDInter349,Chloral hydrate,Moderate
DDInter527,Dextromethorphan,DDInter354,Chlorcyclizine,Moderate
DDInter355,Chlordiazepoxide,DDInter527,Dextromethorphan,Moderate
DDInter527,Dextromethorphan,DDInter357,Chlormezanone,Moderate
DDInter527,Dextromethorphan,DDInter361,Chlorphenesin,Moderate
DDInter363,Chlorpromazine,DDInter527,Dextromethorphan,Moderate
DDInter366,Chlorzoxazone,DDInter527,Dextromethorphan,Moderate
DDInter380,Cimetidine,DDInter527,Dextromethorphan,Moderate
DDInter527,Dextromethorphan,DDInter381,Cinacalcet,Moderate
DDInter395,Clemastine,DDInter527,Dextromethorphan,Moderate
DDInter401,Clobazam,DDInter527,Dextromethorphan,Moderate
DDInter527,Dextromethorphan,DDInter411,Clonazepam,Moderate
DDInter527,Dextromethorphan,DDInter412,Clonidine,Moderate
DDInter527,Dextromethorphan,DDInter414,Clorazepic acid,Moderate
DDInter419,Clozapine,DDInter527,Dextromethorphan,Moderate
DDInter527,Dextromethorphan,DDInter453,Cyclizine,Moderate
DDInter459,Cyproheptadine,DDInter527,Dextromethorphan,Moderate
DDInter527,Dextromethorphan,DDInter465,Dacomitinib,Moderate
DDInter527,Dextromethorphan,DDInter473,Dantrolene,Moderate
DDInter480,Darifenacin,DDInter527,Dextromethorphan,Moderate
DDInter527,Dextromethorphan,DDInter496,Delavirdine,Moderate
DDInter527,Dextromethorphan,DDInter504,Desipramine,Moderate
DDInter527,Dextromethorphan,DDInter512,Deutetrabenazine,Moderate
DDInter517,Dexbrompheniramine,DDInter527,Dextromethorphan,Moderate
DDInter527,Dextromethorphan,DDInter520,Dexmedetomidine,Moderate
DDInter527,Dextromethorphan,DDInter526,Dextroamphetamine,Moderate
DDInter527,Dextromethorphan,DDInter531,Dezocine,Moderate
DDInter527,Dextromethorphan,DDInter534,Diazepam,Moderate
DDInter527,Dextromethorphan,DDInter562,Dimenhydrinate,Moderate
DDInter527,Dextromethorphan,DDInter569,Diphenhydramine,Moderate
DDInter1913,Valproic acid,DDInter527,Dextromethorphan,Moderate
DDInter600,Doxylamine,DDInter527,Dextromethorphan,Moderate
DDInter601,Dronabinol,DDInter527,Dextromethorphan,Moderate
DDInter527,Dextromethorphan,DDInter602,Dronedarone,Moderate
DDInter603,Droperidol,DDInter527,Dextromethorphan,Moderate
DDInter527,Dextromethorphan,DDInter629,Eliglustat,Moderate
DDInter646,Entacapone,DDInter527,Dextromethorphan,Moderate
DDInter527,Dextromethorphan,DDInter673,Esketamine,Moderate
DDInter527,Dextromethorphan,DDInter674,Eslicarbazepine,Moderate
DDInter527,Dextromethorphan,DDInter677,Estazolam,Moderate
DDInter685,Eszopiclone,DDInter527,Dextromethorphan,Moderate
DDInter691,Ethchlorvynol,DDInter527,Dextromethorphan,Moderate
DDInter527,Dextromethorphan,DDInter695,Ethosuximide,Moderate
DDInter527,Dextromethorphan,DDInter696,Ethotoin,Moderate
DDInter527,Dextromethorphan,DDInter708,Ezogabine,Moderate
DDInter527,Dextromethorphan,DDInter714,Fedratinib,Moderate
DDInter527,Dextromethorphan,DDInter715,Felbamate,Moderate
DDInter527,Dextromethorphan,DDInter738,Flavoxate,Moderate
DDInter527,Dextromethorphan,DDInter741,Flibanserin,Moderate
DDInter527,Dextromethorphan,DDInter760,Fluphenazine,Moderate
DDInter527,Dextromethorphan,DDInter762,Flurazepam,Moderate
DDInter527,Dextromethorphan,DDInter821,Givosiran,Moderate
DDInter527,Dextromethorphan,DDInter833,Glycerol phenylbutyrate,Moderate
DDInter527,Dextromethorphan,DDInter850,Halazepam,Moderate
DDInter527,Dextromethorphan,DDInter852,Halofantrine,Moderate
DDInter853,Haloperidol,DDInter527,Dextromethorphan,Moderate
DDInter527,Dextromethorphan,DDInter532,Diamorphine,Moderate
DDInter890,Hydromorphone,DDInter527,Dextromethorphan,Moderate
DDInter527,Dextromethorphan,DDInter895,Hydroxyzine,Moderate
DDInter527,Dextromethorphan,DDInter907,Iloperidone,Moderate
DDInter527,Dextromethorphan,DDInter909,Imatinib,Moderate
DDInter527,Dextromethorphan,DDInter981,Isocarboxazid,Major
DDInter527,Dextromethorphan,DDInter1006,Kava,Moderate
DDInter527,Dextromethorphan,DDInter1007,Ketamine,Moderate
DDInter527,Dextromethorphan,DDInter1020,Lamotrigine,Moderate
DDInter527,Dextromethorphan,DDInter1032,Lefamulin,Moderate
DDInter527,Dextromethorphan,DDInter1034,Lemborexant,Moderate
DDInter527,Dextromethorphan,DDInter1046,Levetiracetam,Moderate
DDInter527,Dextromethorphan,DDInter1062,Levorphanol,Moderate
DDInter527,Dextromethorphan,DDInter1073,Linezolid,Major
DDInter527,Dextromethorphan,DDInter1078,Lisdexamfetamine,Moderate
DDInter527,Dextromethorphan,DDInter1081,Lithium carbonate,Moderate
DDInter527,Dextromethorphan,DDInter1083,Lofexidine,Moderate
DDInter1092,Lorazepam,DDInter527,Dextromethorphan,Moderate
DDInter1099,Loxapine,DDInter527,Dextromethorphan,Moderate
DDInter527,Dextromethorphan,DDInter1102,Lumateperone,Moderate
DDInter527,Dextromethorphan,DDInter1104,Lurasidone,Moderate
DDInter527,Dextromethorphan,DDInter1126,Mazindol,Moderate
DDInter527,Dextromethorphan,DDInter1134,Meclizine,Moderate
DDInter527,Dextromethorphan,DDInter1146,Memantine,Minor
DDInter527,Dextromethorphan,DDInter1152,Mephenytoin,Moderate
DDInter527,Dextromethorphan,DDInter1190,Methylphenobarbital,Moderate
DDInter1154,Meprobamate,DDInter527,Dextromethorphan,Moderate
DDInter527,Dextromethorphan,DDInter1159,Mesoridazine,Moderate
DDInter527,Dextromethorphan,DDInter1163,Metaxalone,Moderate
DDInter1166,Methadone,DDInter527,Dextromethorphan,Moderate
DDInter527,Dextromethorphan,DDInter1161,Metamfetamine,Moderate
DDInter527,Dextromethorphan,DDInter1168,Methdilazine,Moderate
DDInter1172,Methocarbamol,DDInter527,Dextromethorphan,Moderate
DDInter527,Dextromethorphan,DDInter1181,Methsuximide,Moderate
DDInter527,Dextromethorphan,DDInter1197,Metoclopramide,Moderate
DDInter527,Dextromethorphan,DDInter1205,Metyrosine,Moderate
DDInter527,Dextromethorphan,DDInter1212,Midazolam,Moderate
DDInter527,Dextromethorphan,DDInter1229,Mirabegron,Moderate
DDInter527,Dextromethorphan,DDInter1239,Molindone,Moderate
DDInter1245,Morphine (liposomal),DDInter527,Dextromethorphan,Moderate
DDInter1253,Nabilone,DDInter527,Dextromethorphan,Moderate
DDInter527,Dextromethorphan,DDInter1257,Nalbuphine,Moderate
DDInter527,Dextromethorphan,DDInter1293,Nilotinib,Moderate
DDInter1326,Olanzapine,DDInter527,Dextromethorphan,Moderate
DDInter527,Dextromethorphan,DDInter1329,Oliceridine,Moderate
DDInter527,Dextromethorphan,DDInter1343,Opicapone,Moderate
DDInter527,Dextromethorphan,DDInter1344,Opium,Moderate
DDInter527,Dextromethorphan,DDInter1349,Orphenadrine,Moderate
DDInter527,Dextromethorphan,DDInter1356,Oxamniquine,Moderate
DDInter527,Dextromethorphan,DDInter1359,Oxazepam,Moderate
DDInter527,Dextromethorphan,DDInter1360,Oxcarbazepine,Moderate
DDInter1366,Oxycodone,DDInter527,Dextromethorphan,Moderate
DDInter527,Dextromethorphan,DDInter1372,Oxymorphone,Moderate
DDInter527,Dextromethorphan,DDInter1381,Paliperidone,Moderate
DDInter527,Dextromethorphan,DDInter1387,Panobinostat,Moderate
DDInter527,Dextromethorphan,DDInter1391,Paraldehyde,Moderate
DDInter527,Dextromethorphan,DDInter1392,Paramethadione,Moderate
DDInter1423,Pentobarbital,DDInter527,Dextromethorphan,Moderate
DDInter527,Dextromethorphan,DDInter1428,Perampanel,Moderate
DDInter527,Dextromethorphan,DDInter1430,Pergolide,Moderate
DDInter527,Dextromethorphan,DDInter1432,Perphenazine,Moderate
DDInter527,Dextromethorphan,DDInter1437,Phenacemide,Moderate
DDInter527,Dextromethorphan,DDInter1440,Phenelzine,Major
DDInter527,Dextromethorphan,DDInter1441,Phenindamine,Moderate
DDInter527,Dextromethorphan,DDInter1446,Phensuximide,Moderate
DDInter1447,Phentermine,DDInter527,Dextromethorphan,Moderate
DDInter1460,Phenytoin,DDInter527,Dextromethorphan,Moderate
DDInter527,Dextromethorphan,DDInter1470,Pimozide,Moderate
DDInter1505,Pramipexole,DDInter527,Dextromethorphan,Moderate
DDInter1516,Pregabalin,DDInter527,Dextromethorphan,Moderate
DDInter527,Dextromethorphan,DDInter1521,Primidone,Moderate
DDInter1527,Prochlorperazine,DDInter527,Dextromethorphan,Moderate
DDInter1528,Procyclidine,DDInter527,Dextromethorphan,Moderate
DDInter1532,Promazine,DDInter527,Dextromethorphan,Moderate
DDInter527,Dextromethorphan,DDInter1533,Promethazine,Moderate
DDInter527,Dextromethorphan,DDInter1534,Propafenone,Moderate
DDInter527,Dextromethorphan,DDInter1537,Propiomazine,Moderate
DDInter527,Dextromethorphan,DDInter528,Dextropropoxyphene,Moderate
DDInter527,Dextromethorphan,DDInter1155,Mepyramine,Moderate
DDInter527,Dextromethorphan,DDInter1552,Quazepam,Moderate
DDInter527,Dextromethorphan,DDInter1553,Quetiapine,Moderate
DDInter1557,Quinine,DDInter527,Dextromethorphan,Moderate
DDInter527,Dextromethorphan,DDInter1564,Ramelteon,Moderate
DDInter1570,Ranolazine,DDInter527,Dextromethorphan,Moderate
DDInter527,Dextromethorphan,DDInter1580,Remimazolam,Moderate
DDInter527,Dextromethorphan,DDInter1605,Risperidone,Moderate
DDInter1607,Ritonavir,DDInter527,Dextromethorphan,Moderate
DDInter527,Dextromethorphan,DDInter1615,Rolapitant,Moderate
DDInter1619,Ropinirole,DDInter527,Dextromethorphan,Moderate
DDInter527,Dextromethorphan,DDInter1624,Rotigotine,Moderate
DDInter527,Dextromethorphan,DDInter1627,Rufinamide,Moderate
DDInter1650,Secobarbital,DDInter527,Dextromethorphan,Moderate
DDInter527,Dextromethorphan,DDInter1653,Selegiline,Major
DDInter527,Dextromethorphan,DDInter1698,Somapacitan,Moderate
DDInter527,Dextromethorphan,DDInter1700,Somatrem,Moderate
DDInter1699,Somatotropin,DDInter527,Dextromethorphan,Moderate
DDInter527,Dextromethorphan,DDInter1711,Stiripentol,Moderate
DDInter527,Dextromethorphan,DDInter1733,Suvorexant,Moderate
DDInter527,Dextromethorphan,DDInter1747,Tasimelteon,Moderate
DDInter1761,Temazepam,DDInter527,Dextromethorphan,Moderate
DDInter527,Dextromethorphan,DDInter1778,Tetrabenazine,Moderate
DDInter527,Dextromethorphan,DDInter1789,Thalidomide,Moderate
DDInter1793,Thiethylperazine,DDInter527,Dextromethorphan,Moderate
DDInter527,Dextromethorphan,DDInter1795,Thiopental,Moderate
DDInter527,Dextromethorphan,DDInter1796,Thioridazine,Moderate
DDInter527,Dextromethorphan,DDInter1798,Thiothixene,Moderate
DDInter527,Dextromethorphan,DDInter1801,Tiagabine,Moderate
DDInter1804,Ticlopidine,DDInter527,Dextromethorphan,Moderate
DDInter527,Dextromethorphan,DDInter1821,Tizanidine,Moderate
DDInter1829,Tolcapone,DDInter527,Dextromethorphan,Moderate
DDInter1834,Topiramate,DDInter527,Dextromethorphan,Moderate
DDInter527,Dextromethorphan,DDInter1860,Triazolam,Moderate
DDInter527,Dextromethorphan,DDInter1866,Trifluoperazine,Moderate
DDInter1867,Triflupromazine,DDInter527,Dextromethorphan,Moderate
DDInter1870,Trihexyphenidyl,DDInter527,Dextromethorphan,Moderate
DDInter527,Dextromethorphan,DDInter45,Alimemazine,Moderate
DDInter1871,Trimethadione,DDInter527,Dextromethorphan,Moderate
DDInter527,Dextromethorphan,DDInter1873,Trimethobenzamide,Moderate
DDInter527,Dextromethorphan,DDInter1878,Tripelennamine,Moderate
DDInter1879,Triprolidine,DDInter527,Dextromethorphan,Moderate
DDInter1881,Troglitazone,DDInter527,Dextromethorphan,Moderate
DDInter527,Dextromethorphan,DDInter1909,Valbenazine,Moderate
DDInter527,Dextromethorphan,DDInter1910,Valdecoxib,Minor
DDInter527,Dextromethorphan,DDInter1911,Valerian,Moderate
DDInter527,Dextromethorphan,DDInter1925,Vemurafenib,Moderate
DDInter527,Dextromethorphan,DDInter1933,Vigabatrin,Moderate
DDInter527,Dextromethorphan,DDInter1957,Zaleplon,Moderate
DDInter527,Dextromethorphan,DDInter1960,Ziconotide,Moderate
DDInter1967,Ziprasidone,DDInter527,Dextromethorphan,Moderate
DDInter1970,Zolpidem,DDInter527,Dextromethorphan,Moderate
DDInter527,Dextromethorphan,DDInter1971,Zonisamide,Moderate
DDInter211,Biperiden,DDInter61,Ambenonium,Moderate
DDInter82,Amoxapine,DDInter211,Biperiden,Moderate
DDInter211,Biperiden,DDInter114,Arbutamine,Moderate
DDInter149,Azatadine,DDInter211,Biperiden,Moderate
DDInter211,Biperiden,DDInter175,Belladonna,Moderate
DDInter179,Bendroflumethiazide,DDInter211,Biperiden,Minor
DDInter188,Benzthiazide,DDInter211,Biperiden,Minor
DDInter216,Bisoprolol,DDInter211,Biperiden,Moderate
DDInter211,Biperiden,DDInter230,Brexanolone,Moderate
DDInter211,Biperiden,DDInter231,Brexpiprazole,Moderate
DDInter235,Brimonidine (ophthalmic),DDInter211,Biperiden,Moderate
DDInter236,Brimonidine (topical),DDInter211,Biperiden,Moderate
DDInter211,Biperiden,DDInter239,Brivaracetam,Moderate
DDInter211,Biperiden,DDInter243,Bromocriptine,Moderate
DDInter211,Biperiden,DDInter245,Brompheniramine,Moderate
DDInter211,Biperiden,DDInter251,Buprenorphine,Moderate
DDInter254,Buspirone,DDInter211,Biperiden,Moderate
DDInter256,Butabarbital,DDInter211,Biperiden,Moderate
DDInter258,Butorphanol,DDInter211,Biperiden,Moderate
DDInter211,Biperiden,DDInter284,Cannabidiol,Moderate
DDInter294,Carbamoylcholine (ophthalmic),DDInter211,Biperiden,Moderate
DDInter293,Carbamazepine,DDInter211,Biperiden,Moderate
DDInter211,Biperiden,DDInter1427,Pentoxyverine,Moderate
DDInter297,Carbinoxamine,DDInter211,Biperiden,Moderate
DDInter211,Biperiden,DDInter300,Cariprazine,Moderate
DDInter301,Carisoprodol,DDInter211,Biperiden,Moderate
DDInter303,Carteolol,DDInter211,Biperiden,Moderate
DDInter211,Biperiden,DDInter305,Carvedilol,Moderate
DDInter211,Biperiden,DDInter338,Cenobamate,Moderate
DDInter346,Cevimeline,DDInter211,Biperiden,Moderate
DDInter211,Biperiden,DDInter407,Clofedanol,Moderate
DDInter211,Biperiden,DDInter349,Chloral hydrate,Moderate
DDInter211,Biperiden,DDInter354,Chlorcyclizine,Moderate
DDInter355,Chlordiazepoxide,DDInter211,Biperiden,Moderate
DDInter211,Biperiden,DDInter357,Chlormezanone,Moderate
DDInter211,Biperiden,DDInter360,Chlorothiazide,Minor
DDInter211,Biperiden,DDInter361,Chlorphenesin,Moderate
DDInter363,Chlorpromazine,DDInter211,Biperiden,Moderate
DDInter365,Chlorthalidone,DDInter211,Biperiden,Minor
DDInter366,Chlorzoxazone,DDInter211,Biperiden,Moderate
DDInter388,Citalopram,DDInter211,Biperiden,Moderate
DDInter395,Clemastine,DDInter211,Biperiden,Moderate
DDInter397,Clidinium,DDInter211,Biperiden,Moderate
DDInter401,Clobazam,DDInter211,Biperiden,Moderate
DDInter211,Biperiden,DDInter410,Clomipramine,Moderate
DDInter211,Biperiden,DDInter411,Clonazepam,Moderate
DDInter412,Clonidine,DDInter211,Biperiden,Moderate
DDInter414,Clorazepic acid,DDInter211,Biperiden,Moderate
DDInter419,Clozapine,DDInter211,Biperiden,Moderate
DDInter211,Biperiden,DDInter453,Cyclizine,Moderate
DDInter211,Biperiden,DDInter454,Cyclobenzaprine,Moderate
DDInter459,Cyproheptadine,DDInter211,Biperiden,Moderate
DDInter211,Biperiden,DDInter473,Dantrolene,Moderate
DDInter480,Darifenacin,DDInter211,Biperiden,Moderate
DDInter211,Biperiden,DDInter497,Demecarium (ophthalmic),Moderate
DDInter211,Biperiden,DDInter504,Desipramine,Moderate
DDInter211,Biperiden,DDInter511,Desvenlafaxine,Moderate
DDInter211,Biperiden,DDInter512,Deutetrabenazine,Moderate
DDInter517,Dexbrompheniramine,DDInter211,Biperiden,Moderate
DDInter211,Biperiden,DDInter531,Dezocine,Moderate
DDInter211,Biperiden,DDInter534,Diazepam,Moderate
DDInter543,Dicyclomine,DDInter211,Biperiden,Moderate
DDInter554,Digoxin,DDInter211,Biperiden,Minor
DDInter211,Biperiden,DDInter562,Dimenhydrinate,Moderate
DDInter211,Biperiden,DDInter569,Diphenhydramine,Moderate
DDInter575,Disopyramide,DDInter211,Biperiden,Moderate
DDInter1913,Valproic acid,DDInter211,Biperiden,Moderate
DDInter211,Biperiden,DDInter583,Donepezil,Moderate
DDInter211,Biperiden,DDInter593,Doxepin,Moderate
DDInter211,Biperiden,DDInter594,Doxepin (topical),Moderate
DDInter600,Doxylamine,DDInter211,Biperiden,Moderate
DDInter601,Dronabinol,DDInter211,Biperiden,Moderate
DDInter603,Droperidol,DDInter211,Biperiden,Moderate
DDInter608,Duloxetine,DDInter211,Biperiden,Moderate
DDInter211,Biperiden,DDInter615,Echothiophate (ophthalmic),Moderate
DDInter211,Biperiden,DDInter622,Edrophonium,Moderate
DDInter211,Biperiden,DDInter632,Eluxadoline,Moderate
DDInter211,Biperiden,DDInter672,Escitalopram,Moderate
DDInter211,Biperiden,DDInter673,Esketamine,Moderate
DDInter211,Biperiden,DDInter674,Eslicarbazepine,Moderate
DDInter211,Biperiden,DDInter677,Estazolam,Moderate
DDInter685,Eszopiclone,DDInter211,Biperiden,Moderate
DDInter691,Ethchlorvynol,DDInter211,Biperiden,Moderate
DDInter695,Ethosuximide,DDInter211,Biperiden,Moderate
DDInter696,Ethotoin,DDInter211,Biperiden,Moderate
DDInter211,Biperiden,DDInter708,Ezogabine,Moderate
DDInter211,Biperiden,DDInter731,Fesoterodine,Moderate
DDInter211,Biperiden,DDInter738,Flavoxate,Moderate
DDInter211,Biperiden,DDInter741,Flibanserin,Moderate
DDInter758,Fluoxetine,DDInter211,Biperiden,Moderate
DDInter760,Fluphenazine,DDInter211,Biperiden,Moderate
DDInter762,Flurazepam,DDInter211,Biperiden,Moderate
DDInter211,Biperiden,DDInter834,Glycopyrronium,Moderate
DDInter211,Biperiden,DDInter835,Glycopyrronium (topical),Moderate
DDInter848,Guanidine,DDInter211,Biperiden,Moderate
DDInter850,Halazepam,DDInter211,Biperiden,Moderate
DDInter853,Haloperidol,DDInter211,Biperiden,Moderate
DDInter211,Biperiden,DDInter532,Diamorphine,Moderate
DDInter889,Hydroflumethiazide,DDInter211,Biperiden,Minor
DDInter890,Hydromorphone,DDInter211,Biperiden,Moderate
DDInter895,Hydroxyzine,DDInter211,Biperiden,Moderate
DDInter211,Biperiden,DDInter907,Iloperidone,Moderate
DDInter912,Imipramine,DDInter211,Biperiden,Moderate
DDInter916,Indapamide,DDInter211,Biperiden,Minor
DDInter970,Ipratropium,DDInter211,Biperiden,Moderate
DDInter971,Ipratropium (nasal),DDInter211,Biperiden,Minor
DDInter211,Biperiden,DDInter981,Isocarboxazid,Minor
DDInter984,Isoflurophate (ophthalmic),DDInter211,Biperiden,Moderate
DDInter211,Biperiden,DDInter1006,Kava,Moderate
DDInter211,Biperiden,DDInter1007,Ketamine,Moderate
DDInter211,Biperiden,DDInter1008,Ketoconazole,Moderate
DDInter1013,Labetalol,DDInter211,Biperiden,Moderate
DDInter1020,Lamotrigine,DDInter211,Biperiden,Moderate
DDInter211,Biperiden,DDInter1027,Lasmiditan,Moderate
DDInter211,Biperiden,DDInter1034,Lemborexant,Moderate
DDInter211,Biperiden,DDInter1046,Levetiracetam,Moderate
DDInter211,Biperiden,DDInter1053,Levocetirizine,Moderate
DDInter211,Biperiden,DDInter1054,Levodopa,Moderate
DDInter211,Biperiden,DDInter1043,Levacetylmethadol,Moderate
DDInter211,Biperiden,DDInter1062,Levorphanol,Moderate
DDInter211,Biperiden,DDInter1083,Lofexidine,Moderate
DDInter1092,Lorazepam,DDInter211,Biperiden,Moderate
DDInter1099,Loxapine,DDInter211,Biperiden,Moderate
DDInter211,Biperiden,DDInter1102,Lumateperone,Moderate
DDInter211,Biperiden,DDInter1104,Lurasidone,Moderate
DDInter211,Biperiden,DDInter1124,Maprotiline,Moderate
DDInter1134,Meclizine,DDInter211,Biperiden,Moderate
DDInter211,Biperiden,DDInter1146,Memantine,Moderate
DDInter211,Biperiden,DDInter1149,Mepenzolate,Moderate
DDInter1150,Meperidine,DDInter211,Biperiden,Moderate
DDInter1152,Mephenytoin,DDInter211,Biperiden,Moderate
DDInter211,Biperiden,DDInter1190,Methylphenobarbital,Moderate
DDInter1154,Meprobamate,DDInter211,Biperiden,Moderate
DDInter211,Biperiden,DDInter1159,Mesoridazine,Moderate
DDInter1163,Metaxalone,DDInter211,Biperiden,Moderate
DDInter1166,Methadone,DDInter211,Biperiden,Moderate
DDInter211,Biperiden,DDInter1168,Methdilazine,Moderate
DDInter1172,Methocarbamol,DDInter211,Biperiden,Moderate
DDInter1173,Methohexital,DDInter211,Biperiden,Moderate
DDInter211,Biperiden,DDInter1175,Methotrimeprazine,Moderate
DDInter211,Biperiden,DDInter1180,Methscopolamine,Moderate
DDInter211,Biperiden,DDInter1181,Methsuximide,Moderate
DDInter211,Biperiden,DDInter1197,Metoclopramide,Moderate
DDInter1199,Metolazone,DDInter211,Biperiden,Minor
DDInter1200,Metoprolol,DDInter211,Biperiden,Moderate
DDInter1205,Metyrosine,DDInter211,Biperiden,Moderate
DDInter1212,Midazolam,DDInter211,Biperiden,Moderate
DDInter1230,Mirtazapine,DDInter211,Biperiden,Moderate
DDInter211,Biperiden,DDInter1239,Molindone,Moderate
DDInter1245,Morphine (liposomal),DDInter211,Biperiden,Moderate
DDInter1253,Nabilone,DDInter211,Biperiden,Moderate
DDInter211,Biperiden,DDInter1255,Nadolol,Moderate
DDInter211,Biperiden,DDInter1257,Nalbuphine,Moderate
DDInter211,Biperiden,DDInter1271,Nebivolol,Moderate
DDInter211,Biperiden,DDInter1274,Nefazodone,Moderate
DDInter211,Biperiden,DDInter1279,Neostigmine,Moderate
DDInter1303,Nitrofurantoin,DDInter211,Biperiden,Minor
DDInter1304,Nitroglycerin,DDInter211,Biperiden,Minor
DDInter1316,Nortriptyline,DDInter211,Biperiden,Moderate
DDInter1326,Olanzapine,DDInter211,Biperiden,Moderate
DDInter211,Biperiden,DDInter1329,Oliceridine,Moderate
DDInter1333,Olopatadine (nasal),DDInter211,Biperiden,Moderate
DDInter211,Biperiden,DDInter1343,Opicapone,Moderate
DDInter211,Biperiden,DDInter1344,Opium,Moderate
DDInter211,Biperiden,DDInter1349,Orphenadrine,Moderate
DDInter211,Biperiden,DDInter1359,Oxazepam,Moderate
DDInter1360,Oxcarbazepine,DDInter211,Biperiden,Moderate
DDInter211,Biperiden,DDInter1365,Oxybutynin,Moderate
DDInter1366,Oxycodone,DDInter211,Biperiden,Moderate
DDInter211,Biperiden,DDInter1372,Oxymorphone,Moderate
DDInter211,Biperiden,DDInter1381,Paliperidone,Moderate
DDInter211,Biperiden,DDInter1391,Paraldehyde,Moderate
DDInter1397,Paroxetine,DDInter211,Biperiden,Moderate
DDInter211,Biperiden,DDInter1417,Penbutolol,Moderate
DDInter1421,Pentazocine,DDInter211,Biperiden,Moderate
DDInter1423,Pentobarbital,DDInter211,Biperiden,Moderate
DDInter211,Biperiden,DDInter1428,Perampanel,Moderate
DDInter211,Biperiden,DDInter1430,Pergolide,Moderate
DDInter211,Biperiden,DDInter1432,Perphenazine,Moderate
DDInter1440,Phenelzine,DDInter211,Biperiden,Minor
DDInter211,Biperiden,DDInter1441,Phenindamine,Moderate
DDInter211,Biperiden,DDInter1446,Phensuximide,Moderate
DDInter1453,Phenylephrine,DDInter211,Biperiden,Moderate
DDInter1455,Phenylephrine (ophthalmic),DDInter211,Biperiden,Moderate
DDInter1460,Phenytoin,DDInter211,Biperiden,Moderate
DDInter211,Biperiden,DDInter1462,Physostigmine,Moderate
DDInter211,Biperiden,DDInter1463,Physostigmine (ophthalmic),Moderate
DDInter211,Biperiden,DDInter1465,Pilocarpine,Moderate
DDInter211,Biperiden,DDInter1466,Pilocarpine (ophthalmic),Moderate
DDInter211,Biperiden,DDInter1470,Pimozide,Moderate
DDInter211,Biperiden,DDInter1471,Pindolol,Moderate
DDInter211,Biperiden,DDInter1490,Polythiazide,Minor
DDInter1497,Potassium chloride,DDInter211,Biperiden,Major
DDInter211,Biperiden,DDInter1498,Potassium citrate,Major
DDInter211,Biperiden,DDInter1506,Pramlintide,Moderate
DDInter1516,Pregabalin,DDInter211,Biperiden,Moderate
DDInter1521,Primidone,DDInter211,Biperiden,Moderate
DDInter1527,Prochlorperazine,DDInter211,Biperiden,Moderate
DDInter1528,Procyclidine,DDInter211,Biperiden,Moderate
DDInter1532,Promazine,DDInter211,Biperiden,Moderate
DDInter211,Biperiden,DDInter1533,Promethazine,Moderate
DDInter1535,Propantheline,DDInter211,Biperiden,Moderate
DDInter1537,Propiomazine,DDInter211,Biperiden,Moderate
DDInter528,Dextropropoxyphene,DDInter211,Biperiden,Moderate
DDInter1539,Propranolol,DDInter211,Biperiden,Moderate
DDInter1543,Protriptyline,DDInter211,Biperiden,Moderate
DDInter211,Biperiden,DDInter1544,Prucalopride,Moderate
DDInter1548,Pyridostigmine,DDInter211,Biperiden,Moderate
DDInter211,Biperiden,DDInter1155,Mepyramine,Moderate
DDInter211,Biperiden,DDInter1552,Quazepam,Moderate
DDInter211,Biperiden,DDInter1553,Quetiapine,Moderate
DDInter211,Biperiden,DDInter1564,Ramelteon,Moderate
DDInter211,Biperiden,DDInter1572,Rasagiline,Moderate
DDInter211,Biperiden,DDInter1579,Remifentanil,Moderate
DDInter211,Biperiden,DDInter1580,Remimazolam,Moderate
DDInter211,Biperiden,DDInter1586,Revefenacin,Moderate
DDInter226,Botulinum Toxin Type B,DDInter211,Biperiden,Moderate
DDInter1605,Risperidone,DDInter211,Biperiden,Moderate
DDInter211,Biperiden,DDInter1610,Rivastigmine,Moderate
DDInter211,Biperiden,DDInter1624,Rotigotine,Moderate
DDInter211,Biperiden,DDInter1627,Rufinamide,Moderate
DDInter1647,Scopolamine,DDInter211,Biperiden,Moderate
DDInter1650,Secobarbital,DDInter211,Biperiden,Moderate
DDInter211,Biperiden,DDInter1662,Sertraline,Moderate
DDInter211,Biperiden,DDInter1696,Solifenacin,Moderate
DDInter1704,Sotalol,DDInter211,Biperiden,Moderate
DDInter211,Biperiden,DDInter1711,Stiripentol,Moderate
DDInter1718,Sufentanil,DDInter211,Biperiden,Moderate
DDInter211,Biperiden,DDInter1733,Suvorexant,Moderate
DDInter1734,Tacrine,DDInter211,Biperiden,Moderate
DDInter211,Biperiden,DDInter1746,Tapentadol,Moderate
DDInter211,Biperiden,DDInter1747,Tasimelteon,Moderate
DDInter1761,Temazepam,DDInter211,Biperiden,Moderate
DDInter211,Biperiden,DDInter1778,Tetrabenazine,Moderate
DDInter1793,Thiethylperazine,DDInter211,Biperiden,Moderate
DDInter1795,Thiopental,DDInter211,Biperiden,Moderate
DDInter1796,Thioridazine,DDInter211,Biperiden,Moderate
DDInter211,Biperiden,DDInter1798,Thiothixene,Moderate
DDInter211,Biperiden,DDInter1801,Tiagabine,Moderate
DDInter1809,Timolol,DDInter211,Biperiden,Moderate
DDInter211,Biperiden,DDInter1815,Tiotropium,Moderate
DDInter1821,Tizanidine,DDInter211,Biperiden,Moderate
DDInter211,Biperiden,DDInter1832,Tolterodine,Moderate
DDInter1834,Topiramate,DDInter211,Biperiden,Major
