DDInterID_A,Drug_A,DDInterID_B,Drug_B,Level
DDInter1,Abacavir,DDInter284,Cannabidiol,Moderate
DDInter1,Abacavir,DDInter349,Chloral hydrate,Minor
DDInter363,Chlorpromazine,DDInter1,Abacavir,Minor
DDInter576,Disulfiram,DDInter1,Abacavir,Minor
DDInter1166,Methadone,DDInter1,Abacavir,Moderate
DDInter1263,Naltrexone,DDInter1,Abacavir,Moderate
DDInter81,Amobarbital,DDInter582,Dolutegravir,Minor
DDInter119,Armodafinil,DDInter582,Dolutegravir,Minor
DDInter256,Butabarbital,DDInter582,Dolutegravir,Minor
DDInter257,Butalbital,DDInter582,Dolutegravir,Minor
DDInter1019,Lamivudine,DDInter284,Cannabidiol,Moderate
DDInter293,Carbamazepine,DDInter582,Dolutegravir,Major
DDInter468,Dalfampridine,DDInter582,Dolutegravir,Moderate
DDInter715,Felbamate,DDInter582,Dolutegravir,Minor
DDInter770,Fluvoxamine,DDInter582,Dolutegravir,Minor
DDInter783,Fosphenytoin,DDInter582,Dolutegravir,Major
DDInter1190,Methylphenobarbital,DDInter582,Dolutegravir,Minor
DDInter1236,Modafinil,DDInter582,Dolutegravir,Minor
DDInter1263,Naltrexone,DDInter1019,Lamivudine,Moderate
DDInter1274,Nefazodone,DDInter582,Dolutegravir,Minor
DDInter1360,Oxcarbazepine,DDInter582,Dolutegravir,Major
DDInter1423,Pentobarbital,DDInter582,Dolutegravir,Minor
DDInter1442,Phenobarbital,DDInter582,Dolutegravir,Major
DDInter1460,Phenytoin,DDInter582,Dolutegravir,Major
DDInter1521,Primidone,DDInter582,Dolutegravir,Major
DDInter1627,Rufinamide,DDInter582,Dolutegravir,Minor
DDInter1650,Secobarbital,DDInter582,Dolutegravir,Minor
DDInter1708,St. John's Wort,DDInter582,Dolutegravir,Major
DDInter582,Dolutegravir,DDInter1711,Stiripentol,Minor
DDInter1019,Lamivudine,DDInter1737,Tafamidis,Moderate
DDInter1919,Varenicline,DDInter582,Dolutegravir,Moderate
DDInter14,Acetaminophen,DDInter1961,Zidovudine,Minor
DDInter54,Alprazolam,DDInter1961,Zidovudine,Minor
DDInter1961,Zidovudine,DDInter284,Cannabidiol,Moderate
DDInter355,Chlordiazepoxide,DDInter1961,Zidovudine,Minor
DDInter401,Clobazam,DDInter1961,Zidovudine,Minor
DDInter1961,Zidovudine,DDInter411,Clonazepam,Minor
DDInter1961,Zidovudine,DDInter414,Clorazepic acid,Minor
DDInter419,Clozapine,DDInter1961,Zidovudine,Major
DDInter1961,Zidovudine,DDInter534,Diazepam,Minor
DDInter1961,Zidovudine,DDInter551,Diflunisal,Moderate
DDInter1913,Valproic acid,DDInter1961,Zidovudine,Moderate
DDInter1961,Zidovudine,DDInter677,Estazolam,Minor
DDInter1961,Zidovudine,DDInter696,Ethotoin,Minor
DDInter1961,Zidovudine,DDInter762,Flurazepam,Minor
DDInter1961,Zidovudine,DDInter783,Fosphenytoin,Minor
DDInter1961,Zidovudine,DDInter850,Halazepam,Minor
DDInter1961,Zidovudine,DDInter900,Ibuprofen,Moderate
DDInter1092,Lorazepam,DDInter1961,Zidovudine,Minor
DDInter1961,Zidovudine,DDInter1152,Mephenytoin,Minor
DDInter1166,Methadone,DDInter1961,Zidovudine,Moderate
DDInter1961,Zidovudine,DDInter1212,Midazolam,Minor
DDInter1961,Zidovudine,DDInter1263,Naltrexone,Moderate
DDInter1961,Zidovudine,DDInter1359,Oxazepam,Minor
DDInter1460,Phenytoin,DDInter1961,Zidovudine,Minor
DDInter1961,Zidovudine,DDInter1552,Quazepam,Minor
DDInter1961,Zidovudine,DDInter1737,Tafamidis,Moderate
DDInter1761,Temazepam,DDInter1961,Zidovudine,Minor
DDInter1961,Zidovudine,DDInter1860,Triazolam,Minor
DDInter43,Alfentanil,DDInter3,Abametapir (topical),Moderate
DDInter49,Almotriptan,DDInter3,Abametapir (topical),Moderate
DDInter54,Alprazolam,DDInter3,Abametapir (topical),Moderate
DDInter78,Amitriptyline,DDInter3,Abametapir (topical),Moderate
DDInter118,Aripiprazole,DDInter3,Abametapir (topical),Moderate
DDInter119,Armodafinil,DDInter3,Abametapir (topical),Moderate
DDInter125,Asenapine,DDInter3,Abametapir (topical),Moderate
DDInter231,Brexpiprazole,DDInter3,Abametapir (topical),Moderate
DDInter243,Bromocriptine,DDInter3,Abametapir (topical),Moderate
DDInter249,Bupivacaine,DDInter3,Abametapir (topical),Moderate
DDInter251,Buprenorphine,DDInter3,Abametapir (topical),Moderate
DDInter252,Bupropion,DDInter3,Abametapir (topical),Moderate
DDInter254,Buspirone,DDInter3,Abametapir (topical),Moderate
DDInter263,Caffeine,DDInter3,Abametapir (topical),Moderate
DDInter293,Carbamazepine,DDInter3,Abametapir (topical),Moderate
DDInter300,Cariprazine,DDInter3,Abametapir (topical),Moderate
DDInter346,Cevimeline,DDInter3,Abametapir (topical),Moderate
DDInter355,Chlordiazepoxide,DDInter3,Abametapir (topical),Moderate
DDInter363,Chlorpromazine,DDInter3,Abametapir (topical),Moderate
DDInter388,Citalopram,DDInter3,Abametapir (topical),Moderate
DDInter401,Clobazam,DDInter3,Abametapir (topical),Moderate
DDInter410,Clomipramine,DDInter3,Abametapir (topical),Moderate
DDInter411,Clonazepam,DDInter3,Abametapir (topical),Moderate
DDInter414,Clorazepic acid,DDInter3,Abametapir (topical),Moderate
DDInter419,Clozapine,DDInter3,Abametapir (topical),Moderate
DDInter427,Cocaine (topical),DDInter3,Abametapir (topical),Moderate
DDInter429,Codeine,DDInter3,Abametapir (topical),Moderate
DDInter504,Desipramine,DDInter3,Abametapir (topical),Moderate
DDInter527,Dextromethorphan,DDInter3,Abametapir (topical),Moderate
DDInter534,Diazepam,DDInter3,Abametapir (topical),Moderate
DDInter557,Dihydroergotamine,DDInter3,Abametapir (topical),Moderate
DDInter583,Donepezil,DDInter3,Abametapir (topical),Moderate
DDInter603,Droperidol,DDInter3,Abametapir (topical),Moderate
DDInter608,Duloxetine,DDInter3,Abametapir (topical),Moderate
DDInter627,Eletriptan,DDInter3,Abametapir (topical),Moderate
DDInter665,Ergotamine,DDInter3,Abametapir (topical),Moderate
DDInter672,Escitalopram,DDInter3,Abametapir (topical),Moderate
DDInter677,Estazolam,DDInter3,Abametapir (topical),Moderate
DDInter685,Eszopiclone,DDInter3,Abametapir (topical),Moderate
DDInter695,Ethosuximide,DDInter3,Abametapir (topical),Moderate
DDInter722,Fentanyl,DDInter3,Abametapir (topical),Moderate
DDInter762,Flurazepam,DDInter3,Abametapir (topical),Moderate
DDInter788,Frovatriptan,DDInter3,Abametapir (topical),Moderate
DDInter802,Galantamine,DDInter3,Abametapir (topical),Moderate
DDInter853,Haloperidol,DDInter3,Abametapir (topical),Moderate
DDInter854,Halothane,DDInter3,Abametapir (topical),Moderate
DDInter907,Iloperidone,DDInter3,Abametapir (topical),Moderate
DDInter912,Imipramine,DDInter3,Abametapir (topical),Moderate
DDInter1007,Ketamine,DDInter3,Abametapir (topical),Moderate
DDInter1051,Levobupivacaine,DDInter3,Abametapir (topical),Moderate
DDInter1043,Levacetylmethadol,DDInter3,Abametapir (topical),Moderate
DDInter1066,Lidocaine,DDInter3,Abametapir (topical),Moderate
DDInter1104,Lurasidone,DDInter3,Abametapir (topical),Moderate
DDInter1142,Melatonin,DDInter3,Abametapir (topical),Moderate
DDInter1150,Meperidine,DDInter3,Abametapir (topical),Moderate
DDInter1152,Mephenytoin,DDInter3,Abametapir (topical),Moderate
DDInter1166,Methadone,DDInter3,Abametapir (topical),Moderate
DDInter1212,Midazolam,DDInter3,Abametapir (topical),Moderate
DDInter1230,Mirtazapine,DDInter3,Abametapir (topical),Moderate
DDInter1236,Modafinil,DDInter3,Abametapir (topical),Moderate
DDInter1274,Nefazodone,DDInter3,Abametapir (topical),Moderate
DDInter1290,Nicotine,DDInter3,Abametapir (topical),Moderate
DDInter1326,Olanzapine,DDInter3,Abametapir (topical),Moderate
DDInter1366,Oxycodone,DDInter3,Abametapir (topical),Moderate
DDInter1470,Pimozide,DDInter3,Abametapir (topical),Moderate
DDInter1538,Propofol,DDInter3,Abametapir (topical),Moderate
DDInter1552,Quazepam,DDInter3,Abametapir (topical),Moderate
DDInter1553,Quetiapine,DDInter3,Abametapir (topical),Moderate
DDInter1564,Ramelteon,DDInter3,Abametapir (topical),Moderate
DDInter1572,Rasagiline,DDInter3,Abametapir (topical),Moderate
DDInter1596,Riluzole,DDInter3,Abametapir (topical),Moderate
DDInter1605,Risperidone,DDInter3,Abametapir (topical),Moderate
DDInter1619,Ropinirole,DDInter3,Abametapir (topical),Moderate
DDInter1620,Ropivacaine,DDInter3,Abametapir (topical),Moderate
DDInter1653,Selegiline,DDInter3,Abametapir (topical),Moderate
DDInter1662,Sertraline,DDInter3,Abametapir (topical),Moderate
DDInter1718,Sufentanil,DDInter3,Abametapir (topical),Moderate
DDInter1733,Suvorexant,DDInter3,Abametapir (topical),Moderate
DDInter1734,Tacrine,DDInter3,Abametapir (topical),Moderate
DDInter1747,Tasimelteon,DDInter3,Abametapir (topical),Moderate
DDInter1801,Tiagabine,DDInter3,Abametapir (topical),Moderate
DDInter1841,Tramadol,DDInter3,Abametapir (topical),Moderate
DDInter1851,Trazodone,DDInter3,Abametapir (topical),Moderate
DDInter1860,Triazolam,DDInter3,Abametapir (topical),Moderate
DDInter1909,Valbenazine,DDInter3,Abametapir (topical),Moderate
DDInter1927,Venlafaxine,DDInter3,Abametapir (topical),Moderate
DDInter1935,Vilazodone,DDInter3,Abametapir (topical),Moderate
DDInter1957,Zaleplon,DDInter3,Abametapir (topical),Moderate
DDInter1967,Ziprasidone,DDInter3,Abametapir (topical),Moderate
DDInter1969,Zolmitriptan,DDInter3,Abametapir (topical),Moderate
DDInter1970,Zolpidem,DDInter3,Abametapir (topical),Moderate
DDInter1971,Zonisamide,DDInter3,Abametapir (topical),Moderate
DDInter6,Abciximab,DDInter20,Acetylsalicylic acid,Moderate
DDInter6,Abciximab,DDInter370,Choline salicylate,Moderate
DDInter6,Abciximab,DDInter388,Citalopram,Moderate
DDInter6,Abciximab,DDInter410,Clomipramine,Moderate
DDInter6,Abciximab,DDInter511,Desvenlafaxine,Moderate
DDInter6,Abciximab,DDInter551,Diflunisal,Moderate
DDInter6,Abciximab,DDInter608,Duloxetine,Moderate
DDInter6,Abciximab,DDInter672,Escitalopram,Moderate
DDInter6,Abciximab,DDInter758,Fluoxetine,Moderate
DDInter6,Abciximab,DDInter770,Fluvoxamine,Moderate
DDInter6,Abciximab,DDInter819,Ginkgo biloba,Moderate
DDInter6,Abciximab,DDInter900,Ibuprofen,Moderate
DDInter6,Abciximab,DDInter926,Inotersen,Major
DDInter6,Abciximab,DDInter1220,Milnacipran,Moderate
DDInter6,Abciximab,DDInter1397,Paroxetine,Moderate
DDInter6,Abciximab,DDInter1637,Salsalate,Moderate
DDInter6,Abciximab,DDInter1662,Sertraline,Moderate
DDInter6,Abciximab,DDInter1633,Salicylic acid (sodium),Moderate
DDInter6,Abciximab,DDInter1927,Venlafaxine,Moderate
DDInter6,Abciximab,DDInter1935,Vilazodone,Moderate
DDInter6,Abciximab,DDInter1948,Vortioxetine,Moderate
DDInter81,Amobarbital,DDInter7,Abemaciclib,Moderate
DDInter119,Armodafinil,DDInter7,Abemaciclib,Moderate
DDInter256,Butabarbital,DDInter7,Abemaciclib,Moderate
DDInter257,Butalbital,DDInter7,Abemaciclib,Moderate
DDInter284,Cannabidiol,DDInter7,Abemaciclib,Moderate
DDInter293,Carbamazepine,DDInter7,Abemaciclib,Major
DDInter419,Clozapine,DDInter7,Abemaciclib,Major
DDInter7,Abemaciclib,DDInter674,Eslicarbazepine,Moderate
DDInter715,Felbamate,DDInter7,Abemaciclib,Moderate
DDInter783,Fosphenytoin,DDInter7,Abemaciclib,Major
DDInter1190,Methylphenobarbital,DDInter7,Abemaciclib,Moderate
DDInter1236,Modafinil,DDInter7,Abemaciclib,Moderate
DDInter1263,Naltrexone,DDInter7,Abemaciclib,Moderate
DDInter1274,Nefazodone,DDInter7,Abemaciclib,Major
DDInter1360,Oxcarbazepine,DDInter7,Abemaciclib,Moderate
DDInter1423,Pentobarbital,DDInter7,Abemaciclib,Moderate
DDInter1442,Phenobarbital,DDInter7,Abemaciclib,Major
DDInter1460,Phenytoin,DDInter7,Abemaciclib,Major
DDInter1521,Primidone,DDInter7,Abemaciclib,Major
DDInter1627,Rufinamide,DDInter7,Abemaciclib,Moderate
DDInter1650,Secobarbital,DDInter7,Abemaciclib,Moderate
DDInter1708,St. John's Wort,DDInter7,Abemaciclib,Major
DDInter1711,Stiripentol,DDInter7,Abemaciclib,Moderate
DDInter8,Abiraterone,DDInter77,Amisulpride,Major
DDInter78,Amitriptyline,DDInter8,Abiraterone,Moderate
DDInter82,Amoxapine,DDInter8,Abiraterone,Moderate
DDInter84,Amphetamine,DDInter8,Abiraterone,Moderate
DDInter109,Apomorphine,DDInter8,Abiraterone,Moderate
DDInter118,Aripiprazole,DDInter8,Abiraterone,Moderate
DDInter8,Abiraterone,DDInter125,Asenapine,Moderate
DDInter132,Atomoxetine,DDInter8,Abiraterone,Moderate
DDInter8,Abiraterone,DDInter231,Brexpiprazole,Major
DDInter239,Brivaracetam,DDInter8,Abiraterone,Minor
DDInter251,Buprenorphine,DDInter8,Abiraterone,Moderate
DDInter8,Abiraterone,DDInter284,Cannabidiol,Moderate
DDInter293,Carbamazepine,DDInter8,Abiraterone,Major
DDInter8,Abiraterone,DDInter300,Cariprazine,Moderate
DDInter346,Cevimeline,DDInter8,Abiraterone,Moderate
DDInter363,Chlorpromazine,DDInter8,Abiraterone,Moderate
DDInter388,Citalopram,DDInter8,Abiraterone,Major
DDInter410,Clomipramine,DDInter8,Abiraterone,Moderate
DDInter419,Clozapine,DDInter8,Abiraterone,Major
DDInter429,Codeine,DDInter8,Abiraterone,Moderate
DDInter504,Desipramine,DDInter8,Abiraterone,Moderate
DDInter527,Dextromethorphan,DDInter8,Abiraterone,Moderate
DDInter557,Dihydroergotamine,DDInter8,Abiraterone,Moderate
DDInter583,Donepezil,DDInter8,Abiraterone,Minor
DDInter593,Doxepin,DDInter8,Abiraterone,Moderate
DDInter594,Doxepin (topical),DDInter8,Abiraterone,Moderate
DDInter603,Droperidol,DDInter8,Abiraterone,Major
DDInter608,Duloxetine,DDInter8,Abiraterone,Moderate
DDInter665,Ergotamine,DDInter8,Abiraterone,Moderate
DDInter672,Escitalopram,DDInter8,Abiraterone,Major
DDInter708,Ezogabine,DDInter8,Abiraterone,Moderate
DDInter758,Fluoxetine,DDInter8,Abiraterone,Moderate
DDInter760,Fluphenazine,DDInter8,Abiraterone,Moderate
DDInter770,Fluvoxamine,DDInter8,Abiraterone,Moderate
DDInter783,Fosphenytoin,DDInter8,Abiraterone,Major
DDInter802,Galantamine,DDInter8,Abiraterone,Moderate
DDInter853,Haloperidol,DDInter8,Abiraterone,Major
DDInter854,Halothane,DDInter8,Abiraterone,Moderate
DDInter895,Hydroxyzine,DDInter8,Abiraterone,Moderate
DDInter907,Iloperidone,DDInter8,Abiraterone,Major
DDInter912,Imipramine,DDInter8,Abiraterone,Moderate
DDInter1043,Levacetylmethadol,DDInter8,Abiraterone,Major
DDInter1078,Lisdexamfetamine,DDInter8,Abiraterone,Moderate
DDInter1083,Lofexidine,DDInter8,Abiraterone,Moderate
DDInter8,Abiraterone,DDInter1104,Lurasidone,Moderate
DDInter1124,Maprotiline,DDInter8,Abiraterone,Moderate
DDInter1159,Mesoridazine,DDInter8,Abiraterone,Major
DDInter1166,Methadone,DDInter8,Abiraterone,Major
DDInter1161,Metamfetamine,DDInter8,Abiraterone,Moderate
DDInter1175,Methotrimeprazine,DDInter8,Abiraterone,Moderate
DDInter1194,Methysergide,DDInter8,Abiraterone,Moderate
DDInter1230,Mirtazapine,DDInter8,Abiraterone,Moderate
DDInter1263,Naltrexone,DDInter8,Abiraterone,Moderate
DDInter1274,Nefazodone,DDInter8,Abiraterone,Minor
DDInter1316,Nortriptyline,DDInter8,Abiraterone,Moderate
DDInter1326,Olanzapine,DDInter8,Abiraterone,Moderate
DDInter1366,Oxycodone,DDInter8,Abiraterone,Major
DDInter1381,Paliperidone,DDInter8,Abiraterone,Moderate
DDInter1397,Paroxetine,DDInter8,Abiraterone,Moderate
DDInter1432,Perphenazine,DDInter8,Abiraterone,Moderate
DDInter1442,Phenobarbital,DDInter8,Abiraterone,Major
DDInter1460,Phenytoin,DDInter8,Abiraterone,Major
DDInter1467,Pimavanserin,DDInter8,Abiraterone,Moderate
DDInter1470,Pimozide,DDInter8,Abiraterone,Major
DDInter1521,Primidone,DDInter8,Abiraterone,Major
DDInter1527,Prochlorperazine,DDInter8,Abiraterone,Moderate
DDInter1532,Promazine,DDInter8,Abiraterone,Moderate
DDInter1537,Propiomazine,DDInter8,Abiraterone,Moderate
DDInter1538,Propofol,DDInter8,Abiraterone,Moderate
DDInter528,Dextropropoxyphene,DDInter8,Abiraterone,Moderate
DDInter1543,Protriptyline,DDInter8,Abiraterone,Moderate
DDInter1553,Quetiapine,DDInter8,Abiraterone,Moderate
DDInter1605,Risperidone,DDInter8,Abiraterone,Moderate
DDInter1662,Sertraline,DDInter8,Abiraterone,Moderate
DDInter1664,Sevoflurane,DDInter8,Abiraterone,Moderate
DDInter1708,St. John's Wort,DDInter8,Abiraterone,Major
DDInter8,Abiraterone,DDInter1711,Stiripentol,Moderate
DDInter1778,Tetrabenazine,DDInter8,Abiraterone,Moderate
DDInter1796,Thioridazine,DDInter8,Abiraterone,Major
DDInter1841,Tramadol,DDInter8,Abiraterone,Moderate
DDInter1851,Trazodone,DDInter8,Abiraterone,Moderate
DDInter1866,Trifluoperazine,DDInter8,Abiraterone,Moderate
DDInter1867,Triflupromazine,DDInter8,Abiraterone,Moderate
DDInter1876,Trimipramine,DDInter8,Abiraterone,Moderate
DDInter8,Abiraterone,DDInter1909,Valbenazine,Moderate
DDInter1927,Venlafaxine,DDInter8,Abiraterone,Moderate
DDInter1967,Ziprasidone,DDInter8,Abiraterone,Major
DDInter225,Botulinum toxin type A,DDInter78,Amitriptyline,Moderate
DDInter225,Botulinum toxin type A,DDInter82,Amoxapine,Moderate
DDInter225,Botulinum toxin type A,DDInter181,Benzatropine,Moderate
DDInter225,Botulinum toxin type A,DDInter211,Biperiden,Moderate
DDInter225,Botulinum toxin type A,DDInter363,Chlorpromazine,Moderate
DDInter225,Botulinum toxin type A,DDInter410,Clomipramine,Moderate
DDInter225,Botulinum toxin type A,DDInter419,Clozapine,Moderate
DDInter225,Botulinum toxin type A,DDInter504,Desipramine,Moderate
DDInter225,Botulinum toxin type A,DDInter593,Doxepin,Moderate
DDInter225,Botulinum toxin type A,DDInter594,Doxepin (topical),Moderate
DDInter225,Botulinum toxin type A,DDInter760,Fluphenazine,Moderate
DDInter225,Botulinum toxin type A,DDInter895,Hydroxyzine,Moderate
DDInter225,Botulinum toxin type A,DDInter912,Imipramine,Moderate
DDInter225,Botulinum toxin type A,DDInter1099,Loxapine,Moderate
DDInter225,Botulinum toxin type A,DDInter1124,Maprotiline,Moderate
DDInter225,Botulinum toxin type A,DDInter1159,Mesoridazine,Moderate
DDInter225,Botulinum toxin type A,DDInter1175,Methotrimeprazine,Moderate
DDInter225,Botulinum toxin type A,DDInter1239,Molindone,Moderate
DDInter225,Botulinum toxin type A,DDInter1316,Nortriptyline,Moderate
DDInter225,Botulinum toxin type A,DDInter1326,Olanzapine,Moderate
DDInter225,Botulinum toxin type A,DDInter1349,Orphenadrine,Moderate
DDInter225,Botulinum toxin type A,DDInter1432,Perphenazine,Moderate
DDInter225,Botulinum toxin type A,DDInter1470,Pimozide,Moderate
DDInter225,Botulinum toxin type A,DDInter1527,Prochlorperazine,Moderate
DDInter225,Botulinum toxin type A,DDInter1528,Procyclidine,Moderate
DDInter225,Botulinum toxin type A,DDInter1532,Promazine,Moderate
DDInter225,Botulinum toxin type A,DDInter1537,Propiomazine,Moderate
DDInter225,Botulinum toxin type A,DDInter1543,Protriptyline,Moderate
DDInter225,Botulinum toxin type A,DDInter1647,Scopolamine,Moderate
DDInter225,Botulinum toxin type A,DDInter1796,Thioridazine,Moderate
DDInter225,Botulinum toxin type A,DDInter1798,Thiothixene,Moderate
DDInter225,Botulinum toxin type A,DDInter1866,Trifluoperazine,Moderate
DDInter225,Botulinum toxin type A,DDInter1867,Triflupromazine,Moderate
DDInter225,Botulinum toxin type A,DDInter1870,Trihexyphenidyl,Moderate
DDInter225,Botulinum toxin type A,DDInter1876,Trimipramine,Moderate
DDInter1377,Paclitaxel,DDInter81,Amobarbital,Moderate
DDInter1377,Paclitaxel,DDInter119,Armodafinil,Minor
DDInter256,Butabarbital,DDInter1377,Paclitaxel,Moderate
DDInter257,Butalbital,DDInter1377,Paclitaxel,Moderate
DDInter293,Carbamazepine,DDInter1377,Paclitaxel,Moderate
DDInter419,Clozapine,DDInter1377,Paclitaxel,Major
DDInter576,Disulfiram,DDInter1377,Paclitaxel,Moderate
DDInter715,Felbamate,DDInter1377,Paclitaxel,Moderate
DDInter770,Fluvoxamine,DDInter1377,Paclitaxel,Moderate
DDInter1377,Paclitaxel,DDInter783,Fosphenytoin,Moderate
DDInter1377,Paclitaxel,DDInter1054,Levodopa,Moderate
DDInter1190,Methylphenobarbital,DDInter1377,Paclitaxel,Moderate
DDInter1236,Modafinil,DDInter1377,Paclitaxel,Minor
DDInter1274,Nefazodone,DDInter1377,Paclitaxel,Moderate
DDInter1360,Oxcarbazepine,DDInter1377,Paclitaxel,Moderate
DDInter1423,Pentobarbital,DDInter1377,Paclitaxel,Moderate
DDInter1442,Phenobarbital,DDInter1377,Paclitaxel,Moderate
DDInter1460,Phenytoin,DDInter1377,Paclitaxel,Moderate
DDInter1521,Primidone,DDInter1377,Paclitaxel,Moderate
DDInter1650,Secobarbital,DDInter1377,Paclitaxel,Moderate
DDInter1377,Paclitaxel,DDInter1708,St. John's Wort,Moderate
DDInter1377,Paclitaxel,DDInter1711,Stiripentol,Moderate
DDInter1377,Paclitaxel,DDInter1935,Vilazodone,Moderate
DDInter991,Isotretinoin,DDInter284,Cannabidiol,Moderate
DDInter293,Carbamazepine,DDInter991,Isotretinoin,Moderate
DDInter991,Isotretinoin,DDInter783,Fosphenytoin,Moderate
DDInter1263,Naltrexone,DDInter991,Isotretinoin,Moderate
DDInter1460,Phenytoin,DDInter991,Isotretinoin,Moderate
DDInter991,Isotretinoin,DDInter1480,Pitolisant,Moderate
DDInter1634,Salicylic acid (topical),DDInter991,Isotretinoin,Moderate
DDInter722,Fentanyl,DDInter1362,Oxitriptan,Major
DDInter722,Fentanyl,DDInter12,Acebutolol,Moderate
DDInter27,Adalimumab,DDInter722,Fentanyl,Moderate
DDInter38,Aldesleukin,DDInter722,Fentanyl,Moderate
DDInter40,Alefacept,DDInter722,Fentanyl,Moderate
DDInter43,Alfentanil,DDInter722,Fentanyl,Moderate
DDInter44,Alfuzosin,DDInter722,Fentanyl,Moderate
DDInter722,Fentanyl,DDInter49,Almotriptan,Major
DDInter54,Alprazolam,DDInter722,Fentanyl,Major
DDInter722,Fentanyl,DDInter59,Alvimopan,Major
DDInter722,Fentanyl,DDInter64,Amifampridine,Moderate
DDInter68,Amiloride,DDInter722,Fentanyl,Moderate
DDInter71,Aminoglutethimide,DDInter722,Fentanyl,Major
DDInter722,Fentanyl,DDInter76,Amiodarone,Major
DDInter78,Amitriptyline,DDInter722,Fentanyl,Major
DDInter79,Amlodipine,DDInter722,Fentanyl,Moderate
DDInter722,Fentanyl,DDInter81,Amobarbital,Major
DDInter82,Amoxapine,DDInter722,Fentanyl,Major
DDInter84,Amphetamine,DDInter722,Fentanyl,Moderate
DDInter90,Amprenavir,DDInter722,Fentanyl,Major
DDInter722,Fentanyl,DDInter92,Amyl Nitrite,Moderate
DDInter94,Anakinra,DDInter722,Fentanyl,Moderate
DDInter722,Fentanyl,DDInter107,Apalutamide,Major
DDInter109,Apomorphine,DDInter722,Fentanyl,Moderate
DDInter722,Fentanyl,DDInter110,Apraclonidine,Moderate
DDInter112,Aprepitant,DDInter722,Fentanyl,Major
DDInter722,Fentanyl,DDInter118,Aripiprazole,Major
DDInter722,Fentanyl,DDInter119,Armodafinil,Major
DDInter722,Fentanyl,DDInter125,Asenapine,Major
DDInter722,Fentanyl,DDInter129,Atazanavir,Major
DDInter130,Atenolol,DDInter722,Fentanyl,Moderate
DDInter722,Fentanyl,DDInter135,Atracurium,Moderate
DDInter136,Atropine,DDInter722,Fentanyl,Moderate
DDInter149,Azatadine,DDInter722,Fentanyl,Moderate
DDInter722,Fentanyl,DDInter154,Azelastine (nasal),Moderate
DDInter722,Fentanyl,DDInter156,Azilsartan medoxomil,Moderate
DDInter162,Baclofen,DDInter722,Fentanyl,Major
DDInter722,Fentanyl,DDInter165,Baricitinib,Moderate
DDInter722,Fentanyl,DDInter175,Belladonna,Moderate
DDInter179,Bendroflumethiazide,DDInter722,Fentanyl,Moderate
DDInter722,Fentanyl,DDInter187,Benzphetamine,Moderate
DDInter188,Benzthiazide,DDInter722,Fentanyl,Moderate
DDInter181,Benzatropine,DDInter722,Fentanyl,Moderate
DDInter722,Fentanyl,DDInter192,Bepridil,Moderate
DDInter197,Betaxolol,DDInter722,Fentanyl,Moderate
DDInter202,Bexarotene,DDInter722,Fentanyl,Moderate
DDInter211,Biperiden,DDInter722,Fentanyl,Moderate
DDInter216,Bisoprolol,DDInter722,Fentanyl,Moderate
DDInter722,Fentanyl,DDInter220,Blinatumomab,Moderate
DDInter722,Fentanyl,DDInter221,Boceprevir,Major
DDInter223,Bosentan,DDInter722,Fentanyl,Major
DDInter722,Fentanyl,DDInter230,Brexanolone,Moderate
DDInter722,Fentanyl,DDInter231,Brexpiprazole,Major
DDInter722,Fentanyl,DDInter233,Brigatinib,Moderate
DDInter235,Brimonidine (ophthalmic),DDInter722,Fentanyl,Moderate
DDInter236,Brimonidine (topical),DDInter722,Fentanyl,Moderate
DDInter722,Fentanyl,DDInter239,Brivaracetam,Moderate
DDInter722,Fentanyl,DDInter243,Bromocriptine,Moderate
DDInter722,Fentanyl,DDInter245,Brompheniramine,Moderate
DDInter722,Fentanyl,DDInter248,Bumetanide,Moderate
DDInter722,Fentanyl,DDInter251,Buprenorphine,Major
DDInter722,Fentanyl,DDInter252,Bupropion,Major
DDInter254,Buspirone,DDInter722,Fentanyl,Major
DDInter256,Butabarbital,DDInter722,Fentanyl,Major
DDInter257,Butalbital,DDInter722,Fentanyl,Major
DDInter258,Butorphanol,DDInter722,Fentanyl,Major
DDInter722,Fentanyl,DDInter281,Canakinumab,Moderate
DDInter722,Fentanyl,DDInter284,Cannabidiol,Moderate
DDInter722,Fentanyl,DDInter292,Captopril,Moderate
DDInter293,Carbamazepine,DDInter722,Fentanyl,Major
DDInter722,Fentanyl,DDInter1427,Pentoxyverine,Moderate
DDInter297,Carbinoxamine,DDInter722,Fentanyl,Moderate
DDInter722,Fentanyl,DDInter300,Cariprazine,Major
DDInter301,Carisoprodol,DDInter722,Fentanyl,Major
DDInter722,Fentanyl,DDInter305,Carvedilol,Moderate
DDInter722,Fentanyl,DDInter318,Cefiderocol,Major
DDInter722,Fentanyl,DDInter338,Cenobamate,Major
DDInter722,Fentanyl,DDInter340,Ceritinib,Major
DDInter722,Fentanyl,DDInter342,Certolizumab pegol,Moderate
DDInter343,Cetirizine,DDInter722,Fentanyl,Moderate
DDInter722,Fentanyl,DDInter407,Clofedanol,Moderate
DDInter722,Fentanyl,DDInter349,Chloral hydrate,Major
DDInter351,Chloramphenicol,DDInter722,Fentanyl,Moderate
DDInter722,Fentanyl,DDInter354,Chlorcyclizine,Moderate
DDInter355,Chlordiazepoxide,DDInter722,Fentanyl,Major
